sample_ID,C_N,d13C_post,d13C_kilj,d13C,d15N,location,organism,month,tissue,year,fl,tl,wt,liver_wt,sex,gonad_wt,full_gut_wt,empty_gut_wt,stom_content,number_content,content_wt,notes...14,,
CR5-A24-SMB-3-L,5.336933139,-24.9057,-24.50723226,-26.11,4.57,creek,smallmouth bass,august,liver,2024,110,117,16.6889,0.1695,IND,NA,0.049,0.049,NA,NA,NA,NA,,
CR5-A24-SMB-3-M,4.050058205,-23.237,-22.88247704,-24.57,4.7,creek,smallmouth bass,august,muscle,2024,110,117,16.6889,0.1695,IND,NA,0.049,0.049,NA,NA,NA,NA,,
CR5-A24-SMB-7-L,6.898535497,-24.6089,-24.68147989,-27.12,5.89,creek,smallmouth bass,august,liver,2024,162,171,73,1.4511,F,0.2399,7.1923,7.1923,empty,NA,NA,NA,,
CR5-A24-SMB-7-M,3.887270002,-22.735,-23.45183449,-26.84,7.5,creek,smallmouth bass,august,muscle,2024,162,171,73,1.4511,F,0.2399,7.1923,7.1923,empty,NA,NA,NA,,
CR5-A24-SMB-8-L,6.590278679,-23.928,-24.77271649,-28.33,7.8,creek,smallmouth bass,august,liver,2024,182,193,92,1.0164,M,0.0887,8.0146,5.2816,yellow perch,1,2.46,NA,,
CR5-A24-SMB-8-M,3.835147116,-22.8175,-24.0823595,-28.16,8.75,creek,smallmouth bass,august,muscle,2024,182,193,92,1.0164,M,0.0887,8.0146,5.2816,yellow perch,1,2.46,NA,,
CR5-A24-SMB-9-L,5.788695764,-24.4534,-24.32311859,-26.42,5.34,creek,smallmouth bass,august,liver,2024,136,144,41.7,0.8004,M,0.1275,6.3263,3.0803,"yellow perch, degraded perch","1, 2","2.2826 (YP). 0.5185 (degraded), 0.4604 (degraded)",NA,,
CR5-A24-SMB-9-M,3.657675644,-21.4086,-21.46987953,-23.89,5.86,creek,smallmouth bass,august,muscle,2024,136,144,41.7,0.8004,M,0.1275,6.3263,3.0803,"yellow perch, degraded perch","1, 2","2.2826 (YP). 0.5185 (degraded), 0.4604 (degraded)",NA,,
CR5-O24-SMB-1-L,7.643213316,-27.35321882,-28.13080684,-31.6,7.06,creek,smallmouth bass,october,liver,2024,100,106,14.5198,0.2607,IND,too small,1.1034,1.1034,empty,NA,NA,NA,,
CR5-O24-SMB-1-L,7.643213316,-27.35321882,-28.13080684,-31.6,7.06,creek,smallmouth bass,october,liver,2024,100,106,14.5198,0.2607,IND,too small,1.1034,1.1034,empty,NA,NA,NA,,
CR5-O24-SMB-1-L,7.643213316,-27.35321882,-28.13080684,-31.6,7.06,creek,smallmouth bass,october,liver,2024,101,106,13.2438,0.2137,IND,too small,1.529,1.1149,megaloptera,1,0.3214,NA,,
CR5-O24-SMB-1-M,3.837365861,-26.5810078,-25.94540014,-27.06,6.39,creek,smallmouth bass,october,muscle,2024,100,106,14.5198,0.2607,IND,too small,1.1034,1.1034,empty,NA,NA,NA,,
CR5-O24-SMB-1-M,3.837365861,-26.5810078,-25.94540014,-27.06,6.39,creek,smallmouth bass,october,muscle,2024,100,106,14.5198,0.2607,IND,too small,1.1034,1.1034,empty,NA,NA,NA,,
CR5-O24-SMB-1-M,3.837365861,-26.5810078,-25.94540014,-27.06,6.39,creek,smallmouth bass,october,muscle,2024,101,106,13.2438,0.2137,IND,too small,1.529,1.1149,megaloptera,1,0.3214,NA,,
CR5-O24-SMB-2-L,6.604703264,-28.26134377,-28.61091977,-31.48,8.33,creek,smallmouth bass,october,liver,2024,104,110,15.1638,0.2392,IND,too small,1.2261,1.2261,empty,NA,NA,NA,,
CR5-O24-SMB-2-M,3.988273507,-27.05160923,-26.46336019,-27.68,7.5,creek,smallmouth bass,october,muscle,2024,104,110,15.1638,0.2392,IND,too small,1.2261,1.2261,empty,NA,NA,NA,,
LK10-A24-SMB-1-L,6.071173451,-26.3559,-26.31669004,-28.57,5.59,lake,smallmouth bass,august,liver,2024,190,199,90.4,1.0004,M,0.2306,8.5226,8.5226,empty,NA,NA,NA,,
LK10-A24-SMB-1-M,4.277463897,-24.8458,-25.18555685,-28.04,6.58,lake,smallmouth bass,august,muscle,2024,190,199,90.4,1.0004,M,0.2306,8.5226,8.5226,empty,NA,NA,NA,,
LK2-A24-SMB-2-L,5.205759243,-24.7801,-24.89814832,-27.41,6.01,lake,smallmouth bass,august,liver,2024,160,168,50.3,0.5886,F,0.2124,4.3395,4.3395,empty,NA,NA,NA,,
LK2-A24-SMB-2-M,3.321943211,-22.7631,-22.99666812,-25.69,6.31,lake,smallmouth bass,august,muscle,2024,160,168,50.3,0.5886,F,0.2124,4.3395,4.3395,empty,NA,NA,NA,,
LK8-A24-SMB-3-L,6.50549997,-24.627,-24.62846525,-26.95,5.7,lake,smallmouth bass,august,liver,2024,351,367,700,8.1394,F,8.7611,49.5673,44.485,"crayfish parts, fish","1, 1","3.2424, 1.1572",NA,,
LK8-A24-SMB-3-M,3.832673514,-22.6218,-23.20485741,-26.41,7.18,lake,smallmouth bass,august,muscle,2024,351,367,700,8.1394,F,8.7611,49.5673,44.485,"crayfish parts, fish","1, 1","3.2424, 1.1572",NA,,
LK8-A24-SMB-4-L,5.647822354,-24.7047,-25.00094359,-27.79,6.47,lake,smallmouth bass,august,liver,2024,230,243,178.1,2.632,F,NA,13.8939,13.8939,empty,NA,NA,NA,,
LK8-A24-SMB-4-M,3.792797393,-22.8092,-23.28560449,-26.34,6.92,lake,smallmouth bass,august,muscle,2024,230,243,178.1,2.632,F,NA,13.8939,13.8939,empty,NA,NA,NA,,
LK8-A24-SMB-5-L,4.954156606,-24.4496,-24.94229201,-28.02,6.96,lake,smallmouth bass,august,liver,2024,338,355,582,4.7217,F,9.4306,52.7894,44.6906,crayfish,1,8.03,NA,,
LK8-A24-SMB-5-M,3.77175334,-23.642,-24.23333781,-27.45,7.2,lake,smallmouth bass,august,muscle,2024,338,355,582,4.7217,F,9.4306,52.7894,44.6906,crayfish,1,8.03,NA,,
LK8-A24-SMB-6-L,6.364493885,-24.7106,-24.84771897,-27.39,6.06,lake,smallmouth bass,august,liver,2024,216,228,161.2,2.5801,F,0.4167,10.5854,10.5854,empty,NA,NA,NA,,
LK8-A24-SMB-6-M,3.842812304,-22.7063,-23.06594891,-25.95,6.63,lake,smallmouth bass,august,muscle,2024,216,228,161.2,2.5801,F,0.4167,10.5854,10.5854,empty,NA,NA,NA,,
LK8-A24-SMB-7-L,6.404740099,-24.2462,-24.60186485,-27.48,6.62,lake,smallmouth bass,august,liver,2024,230,242,196.7,2.2119,F,0.7086,15.0302,15.0302,empty,NA,NA,NA,,
LK8-A24-SMB-7-M,4.364290178,-22.6092,-23.08560449,-26.14,6.92,lake,smallmouth bass,august,muscle,2024,230,242,196.7,2.2119,F,0.7086,15.0302,15.0302,empty,NA,NA,NA,,
LK8-A24-SMB-8-L,5.978522852,-24.374,-24.26540065,-26.4,5.4,lake,smallmouth bass,august,liver,2024,204,214,124.5,1.8471,F,0.6657,11.6969,11.6969,empty,NA,NA,NA,,
LK8-A24-SMB-8-M,4.116946221,-23.1314,-23.2991846,-25.89,6.14,lake,smallmouth bass,august,muscle,2024,204,214,124.5,1.8471,F,0.6657,11.6969,11.6969,empty,NA,NA,NA,,
LK8-A24-SMB-9-L,5.407910059,-26.191,-25.9751096,-27.92,5.1,lake,smallmouth bass,august,liver,2024,147,154,57.3,0.6813,IND,NA,5.6096,4.4309,crayfish,1,1.14,NA,,
LK8-A24-SMB-9-M,4.072649716,-25.5626,-25.4035826,-27.45,5.26,lake,smallmouth bass,august,muscle,2024,147,154,57.3,0.6813,IND,NA,5.6096,4.4309,crayfish,1,1.14,NA,,
CR5-O24-SMB-1-M,3.85198054,-26.59653927,-25.96548369,-27.09,6.14,creek,smallmouth bass,october,muscle,2024,100,106,14.5198,0.2607,IND,too small,1.1034,1.1034,empty,NA,NA,NA,,
CR5-O24-SMB-1-M,3.85198054,-26.59653927,-25.96548369,-27.09,6.14,creek,smallmouth bass,october,muscle,2024,100,106,14.5198,0.2607,IND,too small,1.1034,1.1034,empty,NA,NA,NA,,
CR5-O24-SMB-1-M,3.85198054,-26.59653927,-25.96548369,-27.09,6.14,creek,smallmouth bass,october,muscle,2024,101,106,13.2438,0.2137,IND,too small,1.529,1.1149,megaloptera,1,0.3214,NA,,
CR9-A23-SF-1,4.883572914,-31.09526282,-30.80372728,-32.61,4.3,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-SF-2,5.648861612,-29.607627,-29.59013703,-31.88,4.39,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-SF-3,5.166479679,-29.22518512,-29.03282794,-31.02,4.5,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-SF-4,5.139989869,-30.59141003,-30.38965904,-32.36,4.26,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-SF-4,5.022084999,-31.31813585,-31.07484151,-32.97,4.46,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-SF-5,5.709788283,-29.9273096,-29.93241202,-32.26,4.61,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-SP-1,4.938523021,-30.63086221,-30.35839162,-32.2,4.2,creek,stonefly,august,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-M23-SF-P,5.347871453,-32.18560726,-32.058164,-34.16,3.09,creek,stonefly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK1-M23-SF-1,5.462409148,-28.52221494,-28.43628594,-30.61,4.52,lake,stonefly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LK2-M23-SF-1,12.12431805,-20.85692513,-23.78248721,-29.54,3.86,lake,stonefly,may,N/A,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-A22-YP-1-L,5.203925971,-30.1344,-30.41883609,-33.19,6.44,creek,yellow perch,august,liver,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
OP1-S22-700-L,6.083910973,-26.22692814,-26.37319303,-28.93,3.04,lake,yellow perch,august,liver,2022,106,111,13.14,NA,F,NA,NA,NA,0.03g of pink goo,NA,NA,Liver taken,,
OP1-S22-700-M,3.822107673,-27.3161134,-26.67576112,-27.78,5.26,lake,yellow perch,august,muscle,2022,106,111,13.14,NA,F,NA,NA,NA,0.03g of pink goo,NA,NA,Liver taken,,
OP5-S22-701-L,5.171759221,-29.02995837,-28.83947605,-30.83,5.56,lake,yellow perch,august,liver,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
OP5-S22-701-M,3.834095083,-28.17424587,-27.53762046,-28.65,6.46,lake,yellow perch,august,muscle,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WD-A22-11-M,3.77551099,-31.01224412,-30.35745234,-31.43,6.74,creek,yellow perch,august,muscle,2022,117,121,17.79,NA,M,NA,NA,NA,0.0877g of detritus,NA,NA,Liver taken,,
WD-A22-12-L,7.1014336,-25.51958074,-26.0702152,-29.23,5.56,creek,yellow perch,august,liver,2022,106,112,15.01,NA,M,NA,NA,NA,0.577g of fish spine,NA,NA,Liver taken,,
WD-A22-12-M,3.777288705,-26.43048418,-25.7762419,-26.85,6.32,creek,yellow perch,august,muscle,2022,106,112,15.01,NA,M,NA,NA,NA,0.577g of fish spine,NA,NA,Liver taken,,
WD-A22-14-M,3.785509008,-30.40234608,-29.75064615,-30.83,6.62,creek,yellow perch,august,muscle,2022,97,102,11.34,NA,M,NA,NA,NA,empty,NA,NA,Liver taken,,
WD-A2211-L,5.603838167,-31.20220021,-31.1680871,-33.43,6.39,creek,yellow perch,august,liver,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
WD-S22-702-L,5.844309383,-29.85413371,-29.90951359,-32.32,6.76,creek,yellow perch,august,liver,2022,74,77,4.31,NA,IND,NA,NA,NA,empty,NA,NA,Liver taken,,
WD-S22-702-M,3.849015264,-28.97947489,-28.34749511,-29.47,7.38,creek,yellow perch,august,muscle,2022,74,77,4.31,NA,IND,NA,NA,NA,empty,NA,NA,Liver taken,,
CC5-M23-YP-1-L,4.673068769,-36.37366192,-36.1315442,-37.68,5.32,creek,yellow perch,may,liver,2023,99,104,11.0255,22,M,0.0801,NA,0.3531,Empty,NA,NA,NA,,
CC5-M23-YP-1-M,3.78630195,-33.30156107,-32.75302705,-33.73,5.68,creek,yellow perch,may,muscle,2023,99,104,11.0255,22,M,0.0801,NA,0.3531,Empty,NA,NA,NA,,
CR3-023-YP-5-L,5.264535878,-29.08810948,-28.93071605,-30.98,6.47,creek,yellow perch,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR4-023-YP-1-L,4.792394145,-31.1055298,-30.78257326,-32.53,5.57,creek,yellow perch,october,liver,2023,95,101,7.7231,NA,F,0.0504,0.4613,0.3858,Detritus,NA,NA,NA,,
CR4-023-YP-1-M,3.75331859,-30.5542146,-29.89257235,-30.95,5.64,creek,yellow perch,october,muscle,2023,95,101,7.7231,NA,F,0.0504,0.4613,0.3858,Detritus,NA,NA,NA,,
CR5-023-YP-2-L,6.552455121,-30.37306943,-30.70189798,-33.54,6.11,creek,yellow perch,october,liver,2023,112,116,17.0464,NA,M,1.2169,0.9488,0.726,Invert parts,NA,NA,NA,,
CR5-023-YP-2-M,3.727375552,-30.2898982,-29.62026949,-30.66,6.58,creek,yellow perch,october,muscle,2023,112,116,17.0464,NA,M,1.2169,0.9488,0.726,Invert parts,NA,NA,NA,,
CR5-023-YP-3-L,7.092225616,-29.53869664,-30.08554213,-33.24,5.57,creek,yellow perch,october,liver,2023,122,129,18.2269,NA,F,0.1018,0.9218,0.6582,Mayfly,NA,NA,NA,,
CR5-023-YP-3-M,3.770837137,-30.08687123,-29.43063528,-30.5,6.71,creek,yellow perch,october,muscle,2023,122,129,18.2269,NA,F,0.1018,0.9218,0.6582,Mayfly,NA,NA,NA,,
CR5-023-YP-4-L,5.587467618,-29.45840706,-29.41826501,-31.67,7.63,creek,yellow perch,october,liver,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-YP-4-M,3.759861153,-29.83773746,-29.17811302,-30.24,7.49,creek,yellow perch,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR5-023-YP-5-M,3.737024149,-28.63034609,-27.96368492,-29.01,6.74,creek,yellow perch,october,muscle,2023,119,125,14.7641,NA,F,0.0992,0.884,0.884,Empty,NA,NA,NA,,
CR5-023-YP-6-L,4.651568053,-31.49494763,-31.12398848,-32.78,6.99,creek,yellow perch,october,liver,2023,138,144,26.3045,NA,F,0.6582,1.3972,1.3972,Empty,NA,NA,NA,,
CR5-023-YP-6-M,3.709864392,-30.40723425,-29.73222809,-30.76,7.99,creek,yellow perch,october,muscle,2023,138,144,26.3045,NA,F,0.6582,1.3972,1.3972,Empty,NA,NA,NA,,
CR5-A23-YP-10-L,4.918723668,-32.26046357,-31.98111247,-33.81,5.59,creek,yellow perch,august,liver,2023,92,96,7.6788,NA,M,0.0691,0.439,0.439,Empty,NA,NA,NA,,
CR5-A23-YP-10-M,3.892710548,-29.85621656,-29.2378863,-30.39,6.96,creek,yellow perch,august,muscle,2023,92,96,7.6788,NA,M,0.0691,0.439,0.439,Empty,NA,NA,NA,,
CR5-A23-YP-6-L,7.168143986,-27.87353745,-28.45169136,-31.65,6.38,creek,yellow perch,august,liver,2023,126,133,27.6703,NA,F,0.2132,5.4261,1.7073,Yellow Perch,2,2.7646,Approx. 55mm total length for both,,
CR5-A23-YP-6-M,3.824846689,-35.52340178,-34.88390061,-35.99,7.21,creek,yellow perch,august,muscle,2023,126,133,27.6703,NA,F,0.2132,5.4261,1.7073,Yellow Perch,2,2.7646,Approx. 55mm total length for both,,
CR5-A23-YP-7-L,5.173828752,-30.24790954,-30.05816238,-32.05,6.09,creek,yellow perch,august,liver,2023,102,107,12.1922,NA,F,0.2098,0.489,0.489,Empty,NA,NA,NA,,
CR5-A23-YP-7-M,3.746112153,-29.89134897,-29.22748589,-30.28,6.94,creek,yellow perch,august,muscle,2023,102,107,12.1922,NA,F,0.2098,0.489,0.489,Empty,NA,NA,NA,,
CR5-A23-YP-8-M,3.862974565,-31.10565518,-30.47802883,-31.61,6.36,creek,yellow perch,august,muscle,2023,121,128,26.2161,NA,M,0.0545,1.0449,1.0449,Empty,NA,NA,NA,,
CR5-A23-YP-9-L,5.617852706,-29.49832582,-29.46938044,-31.74,5.81,creek,yellow perch,august,liver,2023,102,107,14.6946,NA,F,0.1186,3.3005,1.0942,Yellow Perch,2,2.1175,Approx. 55mm total length for both,,
CR5-A23-YP-9-M,3.751988589,-30.1055313,-29.44347904,-30.5,6.33,creek,yellow perch,august,muscle,2023,102,107,14.6946,NA,F,0.1186,3.3005,1.0942,Yellow Perch,2,2.1175,Approx. 55mm total length for both,,
CR7-023-YP-7-M,3.855666181,-27.12289048,-26.49298406,-27.62,5.06,creek,yellow perch,october,muscle,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-023-YP-7-L,5.184214348,-30.5576278,-30.37157197,-32.37,6.58,creek,yellow perch,october,liver,2023,105,110,12.4451,NA,F,0.2758,0.9987,0.7011,Odonate,NA,NA,NA,,
CR9-A23-YP-1-L,4.878406261,-29.5203778,-29.22705466,-31.03,5.2,creek,yellow perch,august,liver,2023,82,86,6.6057,0.1478,F,0.0253,0.3974,0.3974,Empty,NA,NA,NA,,
CR9-A23-YP-1-M,3.712024224,-28.92509602,-28.25075253,-29.28,5.83,creek,yellow perch,august,muscle,2023,82,86,6.6057,0.1478,F,0.0253,0.3974,0.3974,Empty,NA,NA,NA,,
CR9-A23-YP-2-L,4.833910884,-30.87442822,-30.5657456,-32.34,5.3,creek,yellow perch,august,liver,2023,85,90,7.4678,0.1001,F,0.0335,0.4692,0.3762,Macroinvertebrate parts,NA,0.071,NA,,
CR9-A23-YP-3-M,3.782894828,-28.15493412,-27.50242543,-28.58,5.8,creek,yellow perch,august,muscle,2023,69,73,3.6676,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CR9-A23-YP-4-M,3.796484504,-31.14148034,-30.49317855,-31.58,6.24,creek,yellow perch,august,muscle,2023,75,80,5.268,0.1011,NA,0.0372,0.3192,NA,Macroinvertebrate parts,NA,0.0229,NA,,
FN-023-YP-1-L,4.791874739,-29.33604401,-29.01290925,-30.76,6.51,creek,yellow perch,october,liver,2023,146,154,39.352,NA,F,1.3213,4.2743,1.8816,Yellow perch,NA,NA,NA,,
FN-023-YP-1-M,3.741926801,-29.34549247,-28.68034041,-29.73,7.09,creek,yellow perch,october,muscle,2023,146,154,39.352,NA,F,1.3213,4.2743,1.8816,Yellow perch,NA,NA,NA,,
FN-023-YP-2-L,5.074678416,-31.96606837,-31.74125093,-33.67,6.87,creek,yellow perch,october,liver,2023,98,105,10.193,NA,F,0.0875,0.5712,0.4665,Mayfly,NA,NA,NA,,
FN-023-YP-2-M,3.692906502,-31.15402256,-30.47381908,-31.49,8.16,creek,yellow perch,october,muscle,2023,98,105,10.193,NA,F,0.0875,0.5712,0.4665,Mayfly,NA,NA,NA,,
FN-023-YP-3-L,5.066116294,-30.45454487,-30.22671346,-32.15,7.41,creek,yellow perch,october,liver,2023,104,109,10.6634,NA,M,0.3935,0.7026,0.7026,Empty,NA,NA,NA,,
FN-023-YP-3-M,3.698796305,-30.41819166,-29.73979216,-30.76,7.66,creek,yellow perch,october,muscle,2023,104,109,10.6634,NA,M,0.3935,0.7026,0.7026,Empty,NA,NA,NA,,
FN-023-YP-4-L,5.337689355,-30.30568754,-30.17457336,-32.27,6.77,creek,yellow perch,october,liver,2023,99,105,8.9354,NA,F,0.0402,0.5469,0.5469,Empty,NA,NA,NA,,
FN-023-YP-4-M,3.738662095,-30.07872453,-29.41256744,-30.46,6.97,creek,yellow perch,october,muscle,2023,99,105,8.9354,NA,F,0.0402,0.5469,0.5469,Empty,NA,NA,NA,,
FN-023-YP-5-L,5.016256972,-29.4939056,-29.24856916,-31.14,6.36,creek,yellow perch,october,liver,2023,115,121,14.1499,NA,M,0.2177,0.6538,0.5769,Invert parts,NA,NA,NA,,
FN-023-YP-5-M,3.719435225,-29.42775913,-28.75569071,-29.79,7.35,creek,yellow perch,october,muscle,2023,115,121,14.1499,NA,M,0.2177,0.6538,0.5769,Invert parts,NA,NA,NA,,
FN-023-YP-6-L,4.919519852,-29.13967535,-28.86060069,-30.69,6.95,creek,yellow perch,october,liver,2023,153,160,40.0875,NA,F,1.3235,4.8763,1.7106,Pumkinseed,NA,NA,NA,,
FN-023-YP-6-M,3.739553742,-28.5178418,-27.85195916,-28.9,7.45,creek,yellow perch,october,muscle,2023,153,160,40.0875,NA,F,1.3235,4.8763,1.7106,Pumkinseed,NA,NA,NA,,
FN-A23-YP-1-L,5.282113945,-32.13070719,-31.97961324,-34.04,5.06,creek,yellow perch,august,liver,2023,110,117,18.4395,NA,F,0.1125,2.6668,1.0318,Yellow Perch,2,1.5672,NA,,
FN-A23-YP-1-M,3.797494714,-32.64048023,-31.99249142,-33.08,6.42,creek,yellow perch,august,muscle,2023,110,117,18.4395,NA,F,0.1125,2.6668,1.0318,Yellow Perch,2,1.5672,NA,,
FN-A23-YP-2-L,5.393874648,-28.6500641,-28.53924615,-30.67,5.83,creek,yellow perch,august,liver,2023,121,127,22.1106,NA,F,0.0918,2.8315,1.2111,yellow perch + terrestrial leaf,1,1.3788,NA,,
FN-A23-YP-2-M,3.849892406,-29.20860652,-28.57690009,-29.7,6.78,creek,yellow perch,august,muscle,2023,121,127,22.1106,NA,F,0.0918,2.8315,1.2111,yellow perch + terrestrial leaf,1,1.3788,NA,,
FN-A23-YP-3-L,5.846454084,-28.18201046,-28.23819631,-30.65,5.13,creek,yellow perch,august,liver,2023,124,129,23.2199,NA,F,0.1615,3.2127,1.3642,Yellow Perch,2,1.8034,NA,,
FN-A23-YP-3-M,3.645449163,-30.83100533,-30.13631053,-31.12,5.92,creek,yellow perch,august,muscle,2023,124,129,23.2199,NA,F,0.1615,3.2127,1.3642,Yellow Perch,2,1.8034,NA,,
FN-A23-YP-4-L,5.565863867,-29.87979477,-29.83170897,-32.07,5.27,creek,yellow perch,august,liver,2023,102,106,12.5321,NA,F,0.0396,0.8997,0.5975,pink goo,NA,0.0765,NA,,
FN-A23-YP-4-M,3.86342172,-29.4352125,-28.80772571,-29.94,6.67,creek,yellow perch,august,muscle,2023,102,106,12.5321,NA,F,0.0396,0.8997,0.5975,pink goo,NA,0.0765,NA,,
FN-A23-YP-5-M,3.879163079,-29.80962855,-29.18705928,-30.33,6.37,creek,yellow perch,august,muscle,2023,85,Tail gone,8.6175,NA,M,0.0288,0.3466,NA,Empty,NA,NA,NA,,
FN-A23-YP-6-L,5.879904205,-27.18889484,-27.25766886,-29.69,5.4,creek,yellow perch,august,liver,2023,102,107,14.1424,NA,F,0.0844,2.855,1.0051,yellow perch,1,1.7605,NA,,
FN-A23-YP-6-M,3.830683161,-28.77762367,-28.13993699,-29.25,5.92,creek,yellow perch,august,muscle,2023,102,107,14.1424,NA,F,0.0844,2.855,1.0051,yellow perch,1,1.7605,NA,,
FN-M23-YP-1-L,4.923875336,-27.76536342,-27.48780138,-29.32,8.33,creek,yellow perch,may,liver,2023,134,142,27.6727,NA,M,0.5906,Too small,1.2817,White goo,NA,0.0412,NA,,
FN-M23-YP-1-M,3.745235137,-29.83221721,-29.16808398,-30.22,7.53,creek,yellow perch,may,muscle,2023,134,142,27.6727,NA,M,0.5906,Too small,1.2817,White goo,NA,0.0412,NA,,
FN-M23-YP-100-L,6.186990806,-26.3248791,-26.51076341,-29.13,6.14,creek,yellow perch,may,liver,2023,65,71,2.6415,NA,M,NA,NA,NA,Empty,NA,NA,NA,,
FN-M23-YP-100-M,4.088744362,-26.25214308,-25.69585746,-26.98,5.81,creek,yellow perch,may,muscle,2023,65,71,2.6415,NA,M,NA,NA,NA,Empty,NA,NA,NA,,
FN-M23-YP-101-M,4.345068329,-25.26838235,-24.79519102,-26.25,6.16,creek,yellow perch,may,muscle,2023,64,66,2.3311,NA,NA,NA,0.073,NA,Empty,NA,NA,NA,,
FN-M23-YP-102-M,4.086325526,-26.54453773,-25.98747855,-27.27,6.09,creek,yellow perch,may,muscle,2023,68,72,2.5896,NA,M,NA,NA,0.1091,Algae,NA,0.00109,NA,,
FN-M23-YP-103-L,5.317873627,-27.95530511,-27.81705604,-29.9,6.51,creek,yellow perch,may,liver,2023,69,73,3.0654,NA,M,0.0179,NA,0.1278,Empty,NA,NA,NA,,
FN-M23-YP-103-M,4.144860183,-26.47658842,-25.9383048,-27.26,6.51,creek,yellow perch,may,muscle,2023,69,73,3.0654,NA,M,0.0179,NA,0.1278,Empty,NA,NA,NA,,
FN-M23-YP-104-L,4.75768046,-28.08989634,-27.75504752,-29.48,6.24,creek,yellow perch,may,liver,2023,63,66,2.395,NA,M,NA,NA,0.1037,Empty,NA,NA,NA,,
FN-M23-YP-104-M,4.407566141,-27.15650952,-26.70391231,-28.2,5.85,creek,yellow perch,may,muscle,2023,63,66,2.395,NA,M,NA,NA,0.1037,Empty,NA,NA,NA,,
FN-M23-YP-105-M,3.986569161,-27.46329653,-26.87450826,-28.09,5.92,creek,yellow perch,may,muscle,2023,64,67,2.3773,NA,NA,NA,NA,0.0981,goo,NA,0.0081,NA,,
FN-M23-YP-106-M,4.119749293,-26.3314482,-25.78509578,-27.09,6.06,creek,yellow perch,may,muscle,2023,64,66,2.3171,NA,NA,NA,NA,0.0622,Detritus,NA,0.0051,NA,,
FN-M23-YP-107-L,5.234410124,-29.08793398,-28.9197667,-30.95,7.87,creek,yellow perch,may,liver,2023,87,92,7.4852,NA,M,0.0721,NA,NA,empty,NA,0.2998,NA,,
FN-M23-YP-107-M,4.037348148,-28.86302533,-28.29034568,-29.54,8.29,creek,yellow perch,may,muscle,2023,87,92,7.4852,NA,M,0.0721,NA,NA,empty,NA,0.2998,NA,,
FN-M23-YP-108-L,5.194806276,-25.86714179,-25.68485411,-27.69,7.54,creek,yellow perch,may,liver,2023,123,128,21.6608,NA,M,0.0963,NA,0.81,Northern redbelly dace,1,0.2724,NA,,
FN-M23-YP-108-L,5.194806276,-25.86714179,-25.68485411,-27.69,7.54,creek,yellow perch,may,liver,2023,123,128,21.6608,NA,M,0.0963,NA,0.81,Green goo,NA,0.1055,NA,,
FN-M23-YP-108-M,3.970687814,-26.81901906,-26.22521087,-27.43,6.9,creek,yellow perch,may,muscle,2023,123,128,21.6608,NA,M,0.0963,NA,0.81,Northern redbelly dace,1,0.2724,NA,,
FN-M23-YP-108-M,3.970687814,-26.81901906,-26.22521087,-27.43,6.9,creek,yellow perch,may,muscle,2023,123,128,21.6608,NA,M,0.0963,NA,0.81,Green goo,NA,0.1055,NA,,
FN-M23-YP-2-L,5.075966707,-27.88479296,-27.66042921,-29.59,6.55,creek,yellow perch,may,liver,2023,62,67,2.5056,NA,NA,Too small,Too small,0.0755,empty,NA,NA,NA,,
FN-M23-YP-2-M,4.096395287,-27.04456867,-26.49073118,-27.78,6.17,creek,yellow perch,may,muscle,2023,62,67,2.5056,NA,NA,Too small,Too small,0.0755,empty,NA,NA,NA,,
